,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,"robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker5","robotdiff_CENT...:Marker5","robotdiff_CENT...:Marker5","robotdiff_CENT...:Marker5",robotdiff_CENT...:Marker1,robotdiff_CENT...:Marker1,robotdiff_CENT...:Marker1,robotdiff_CENT...:Marker2,robotdiff_CENT...:Marker2,robotdiff_CENT...:Marker2,robotdiff_CENT...:Marker3,robotdiff_CENT...:Marker3,robotdiff_CENT...:Marker3,robotdiff_CENT...:Marker4,robotdiff_CENT...:Marker4,robotdiff_CENT...:Marker4,robotdiff_CENT...:Marker5,robotdiff_CENT...:Marker5,robotdiff_CENT...:Marker5
,ID,"BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","C42B0","C42B0","C42B0","C4830","C4830","C4830","C4970","C4970","C4970","C49C0","C49C0","C49C0","C4A20","C4A20","C4A20"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2009,20.090000,-0.064327,-0.100172,0.018411,-0.125160,0.083618,-0.400691,0.000505,-0.218911,0.057601,-0.388602,0.901302,-0.185222,0.101035,-0.426651,0.948048,-0.180894,0.101044,-0.354173,0.954533,-0.001016,0.057140,-0.399645,0.727548,-0.039755,0.101271,-0.434384,0.931184,-0.218493,0.057440,-0.388643,-0.185075,0.101167,-0.426710,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
2010,20.100000,-0.073389,-0.112934,0.024814,-0.125149,0.083618,-0.400690,0.000509,-0.218899,0.057593,-0.388609,0.887552,-0.185209,0.101023,-0.426663,0.948376,-0.180893,0.101049,-0.354185,0.956031,-0.001002,0.057154,-0.399619,0.727550,-0.039741,0.101273,-0.434373,0.934222,-0.218493,0.057440,-0.388643,-0.185070,0.101131,-0.426744,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
2011,20.110000,-0.073892,-0.055291,0.032228,-0.125085,0.083637,-0.400682,0.000561,-0.218832,0.057587,-0.388629,0.891171,-0.185148,0.101059,-0.426638,0.951647,-0.180832,0.101013,-0.354160,0.950752,-0.000935,0.057188,-0.399636,0.725869,-0.039679,0.101336,-0.434347,0.943096,-0.218248,0.057397,-0.388625,-0.185086,0.101235,-0.426714,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039506,0.101293,-0.434500
2012,20.120000,-0.060611,-0.080572,0.071967,-0.125070,0.083542,-0.400710,0.000554,-0.218796,0.057433,-0.388624,0.846476,-0.185150,0.100912,-0.426660,0.949776,-0.180818,0.100900,-0.354183,0.969824,-0.000901,0.057179,-0.399682,0.709573,-0.039684,0.101286,-0.434403,0.940970,-0.218185,0.057158,-0.388679,-0.185047,0.101133,-0.426696,-0.180698,0.100926,-0.354108,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
2013,20.130000,-0.048973,-0.114895,0.029991,-0.125088,0.083591,-0.400683,0.000573,-0.218830,0.057558,-0.388562,0.849202,-0.185161,0.100989,-0.426631,0.939199,-0.180814,0.101018,-0.354155,0.965775,-0.000938,0.057138,-0.399664,0.707727,-0.039696,0.101252,-0.434403,0.939266,-0.218251,0.057390,-0.388553,-0.185041,0.101180,-0.426722,-0.180740,0.100946,-0.354064,-0.002075,0.057283,-0.399430,-0.039556,0.101177,-0.434587
2014,20.140000,-0.070905,-0.109146,0.068586,-0.125093,0.083560,-0.400693,0.000559,-0.218823,0.057463,-0.388611,0.845240,-0.185168,0.100921,-0.426663,0.932285,-0.180849,0.100945,-0.354185,0.962012,-0.000927,0.057191,-0.399629,0.707805,-0.039700,0.101283,-0.434379,0.954122,-0.218273,0.057181,-0.388642,-0.185009,0.101129,-0.426731,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039604,0.101232,-0.434527
2015,20.150000,-0.061901,-0.117471,0.046456,-0.125110,0.083607,-0.400661,0.000553,-0.218848,0.057548,-0.388560,0.845548,-0.185182,0.100987,-0.426624,0.953345,-0.180852,0.101020,-0.354147,0.967033,-0.000954,0.057190,-0.399613,0.715105,-0.039716,0.101292,-0.434363,0.957182,-0.218251,0.057390,-0.388553,-0.185108,0.101135,-0.426709,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
2016,20.160000,-0.070199,-0.098249,0.041581,-0.125127,0.083575,-0.400712,0.000526,-0.218869,0.057519,-0.388633,0.883216,-0.185193,0.100969,-0.426677,0.948654,-0.180873,0.100977,-0.354200,0.944646,-0.000972,0.057147,-0.399655,0.716690,-0.039726,0.101263,-0.434396,0.941421,-0.218452,0.057322,-0.388710,-0.185042,0.101097,-0.426731,-0.180703,0.100980,-0.354057,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
2017,20.170000,-0.064626,-0.119148,0.076766,-0.125077,0.083548,-0.400709,0.000558,-0.218802,0.057440,-0.388611,0.829738,-0.185157,0.100896,-0.426675,0.939748,-0.180830,0.100933,-0.354197,0.962229,-0.000906,0.057197,-0.399654,0.701807,-0.039690,0.101277,-0.434407,0.947881,-0.218185,0.057158,-0.388679,-0.185038,0.101101,-0.426716,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
2018,20.180000,-0.054392,-0.127669,0.038952,-0.125101,0.083618,-0.400666,0.000556,-0.218841,0.057573,-0.388547,0.845668,-0.185174,0.101001,-0.426623,0.947049,-0.180834,0.101047,-0.354147,0.967959,-0.000947,0.057185,-0.399629,0.712790,-0.039708,0.101285,-0.434382,0.949573,-0.218251,0.057390,-0.388553,-0.185075,0.101167,-0.426710,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
2019,20.190000,-0.086609,-0.251866,0.078664,-0.125103,0.083556,-0.400728,0.000580,-0.218831,0.057472,-0.388606,0.876662,-0.185173,0.100841,-0.426757,0.927877,-0.180874,0.101047,-0.354278,0.939965,-0.000932,0.057211,-0.399564,0.711777,-0.039704,0.101209,-0.434435,0.965505,-0.218341,0.057420,-0.388586,-0.184985,0.100870,-0.426974,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039604,0.101232,-0.434527
2020,20.200000,-0.092260,-0.148985,0.082446,-0.125116,0.083596,-0.400656,0.000511,-0.218844,0.057484,-0.388590,0.864904,-0.185185,0.100924,-0.426660,0.928547,-0.180893,0.101000,-0.354181,0.955780,-0.000943,0.057257,-0.399528,0.736820,-0.039715,0.101315,-0.434323,0.935339,-0.218385,0.057201,-0.388627,-0.185052,0.101164,-0.426741,-0.180781,0.101009,-0.354044,-0.001960,0.057385,-0.399289,-0.039578,0.101239,-0.434529
2021,20.210000,-0.063021,-0.113422,0.008242,-0.125129,0.083650,-0.400677,0.000519,-0.218885,0.057652,-0.388580,0.880586,-0.185189,0.101072,-0.426640,0.958886,-0.180860,0.101097,-0.354163,0.952341,-0.000990,0.057150,-0.399628,0.722408,-0.039722,0.101280,-0.434376,0.946544,-0.218424,0.057533,-0.388623,-0.185075,0.101167,-0.426710,-0.180713,0.101054,-0.354049,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
2022,20.220000,-0.088888,0.032437,0.144272,-0.125010,0.083683,-0.400697,0.000554,-0.218709,0.057432,-0.388708,0.852053,-0.185100,0.101028,-0.426643,0.967599,-0.180803,0.100879,-0.354164,0.963602,-0.000809,0.057476,-0.399659,0.674867,-0.039630,0.101602,-0.434312,0.882657,-0.218185,0.057158,-0.388679,-0.185047,0.101133,-0.426696,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039270,0.101805,-0.434535
2023,20.230000,-0.072103,-0.090627,0.000408,-0.125155,0.083649,-0.400686,0.000500,-0.218916,0.057659,-0.388613,0.896866,-0.185209,0.101089,-0.426651,0.958547,-0.180891,0.101085,-0.354173,0.950979,-0.001020,0.057132,-0.399627,0.729106,-0.039741,0.101281,-0.434364,0.941207,-0.218517,0.057562,-0.388654,-0.185075,0.101167,-0.426710,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
2024,20.240000,0.013476,-0.087902,0.122608,-0.124846,0.083619,-0.400762,0.000176,-0.218534,0.057429,-0.388551,0.917652,-0.184976,0.100932,-0.426636,0.944833,-0.180549,0.100934,-0.354165,0.923455,-0.000653,0.057366,-0.399891,0.982766,-0.039520,0.101434,-0.434567,0.959312,-0.218259,0.057248,-0.388565,-0.185009,0.101129,-0.426731,-0.180788,0.101047,-0.354011,-0.000666,0.057397,-0.399951,-0.039511,0.101273,-0.434549
2025,20.250000,-0.088446,-0.067511,0.050424,-0.125125,0.083581,-0.400697,0.000524,-0.218867,0.057504,-0.388662,0.862301,-0.185187,0.100979,-0.426672,0.959056,-0.180889,0.100950,-0.354193,0.953196,-0.000967,0.057172,-0.399614,0.718004,-0.039717,0.101301,-0.434344,0.953121,-0.218363,0.057299,-0.388748,-0.185080,0.101101,-0.426696,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
2026,20.260000,-0.072621,-0.056112,0.049439,-0.125112,0.083596,-0.400679,0.000546,-0.218851,0.057519,-0.388623,0.862301,-0.185180,0.101001,-0.426634,0.959056,-0.180863,0.100957,-0.354156,0.953196,-0.000954,0.057185,-0.399635,0.718004,-0.039712,0.101321,-0.434346,0.953121,-0.218222,0.057283,-0.388686,-0.185144,0.101186,-0.426664,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
2027,20.270000,-0.085373,0.030610,0.114398,-0.125009,0.083700,-0.400670,0.000575,-0.218721,0.057498,-0.388674,0.831267,-0.185092,0.101075,-0.426612,0.952317,-0.180790,0.100927,-0.354133,0.963844,-0.000822,0.057428,-0.399639,0.714094,-0.039622,0.101573,-0.434291,0.952550,-0.218224,0.057276,-0.388613,-0.185075,0.101167,-0.426710,-0.180703,0.100980,-0.354057,-0.002075,0.057283,-0.399430,-0.039227,0.101757,-0.434489
2028,20.280000,-0.066928,-0.107824,0.020264,-0.125152,0.083623,-0.400668,0.000519,-0.218903,0.057604,-0.388579,0.863068,-0.185214,0.101034,-0.426633,0.966145,-0.180890,0.101053,-0.354155,0.968203,-0.001008,0.057149,-0.399613,0.680423,-0.039747,0.101274,-0.434359,0.880287,-0.218459,0.057505,-0.388575,-0.185047,0.101133,-0.426696,-0.180813,0.100977,-0.354065,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
2029,20.290000,-0.075442,-0.074954,0.069245,-0.125091,0.083580,-0.400683,0.000550,-0.218822,0.057474,-0.388623,0.886194,-0.185164,0.100955,-0.426647,0.948936,-0.180851,0.100936,-0.354169,0.964828,-0.000924,0.057211,-0.399625,0.727262,-0.039696,0.101323,-0.434352,0.939662,-0.218273,0.057181,-0.388642,-0.185075,0.101167,-0.426710,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039530,0.101286,-0.434499
2030,20.300000,-0.062823,-0.095297,0.067563,-0.125086,0.083562,-0.400708,0.000557,-0.218815,0.057463,-0.388618,0.844372,-0.185164,0.100929,-0.426665,0.940321,-0.180834,0.100936,-0.354188,0.963329,-0.000919,0.057190,-0.399668,0.707781,-0.039697,0.101291,-0.434402,0.943822,-0.218185,0.057158,-0.388679,-0.185075,0.101167,-0.426710,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
2031,20.310000,-0.107744,-0.088680,0.038622,-0.125145,0.083649,-0.400669,0.000465,-0.218897,0.057596,-0.388656,0.824540,-0.185194,0.101050,-0.426671,0.935492,-0.180921,0.101046,-0.354190,0.963384,-0.000993,0.057214,-0.399534,0.704236,-0.039721,0.101338,-0.434293,0.944809,-0.218490,0.057447,-0.388716,-0.185118,0.101203,-0.426718,-0.180737,0.100986,-0.354090,-0.001960,0.057385,-0.399289,-0.039596,0.101252,-0.434479
2032,20.320000,-0.050011,-0.141816,0.050642,-0.125108,0.083589,-0.400678,0.000537,-0.218841,0.057527,-0.388546,0.890630,-0.185186,0.100953,-0.426635,0.955599,-0.180841,0.101017,-0.354159,0.945584,-0.000949,0.057181,-0.399644,0.746872,-0.039721,0.101265,-0.434405,0.939985,-0.218315,0.057299,-0.388575,-0.185047,0.101133,-0.426696,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
2033,20.330000,-0.072502,-0.011838,0.103385,-0.125045,0.083739,-0.400655,0.000575,-0.218759,0.057564,-0.388620,0.856315,-0.185130,0.101106,-0.426597,0.940970,-0.180812,0.101010,-0.354119,0.965120,-0.000862,0.057443,-0.399633,0.712375,-0.039662,0.101570,-0.434309,0.943755,-0.218344,0.057413,-0.388513,-0.185047,0.101133,-0.426696,-0.180750,0.101012,-0.354061,-0.002075,0.057283,-0.399430,-0.039239,0.101814,-0.434531
2034,20.340000,-0.006777,-0.030663,0.062261,-0.124881,0.083662,-0.400798,0.000134,-0.218600,0.057558,-0.388646,0.886385,-0.184983,0.101064,-0.426677,0.966993,-0.180582,0.100989,-0.354204,0.978680,-0.000716,0.057278,-0.399910,0.690087,-0.039524,0.101421,-0.434556,0.865976,-0.218421,0.057541,-0.388696,-0.185032,0.101187,-0.426717,-0.180737,0.100986,-0.354090,-0.000666,0.057397,-0.399951,-0.039549,0.101198,-0.434538
2035,20.350000,-0.085771,-0.158282,0.052925,-0.125122,0.083673,-0.400594,0.000525,-0.218862,0.057612,-0.388513,0.953343,-0.185185,0.101028,-0.426594,0.965631,-0.180884,0.101113,-0.354115,0.951906,-0.000962,0.057271,-0.399475,0.966096,-0.039715,0.101343,-0.434273,0.943637,-0.218359,0.057523,-0.388458,-0.185075,0.101167,-0.426710,-0.180859,0.101001,-0.354018,-0.001960,0.057385,-0.399289,-0.039523,0.101305,-0.434452
2036,20.360000,-0.063318,-0.097247,0.064411,-0.125096,0.083592,-0.400674,0.000551,-0.218826,0.057499,-0.388584,0.871565,-0.185173,0.100962,-0.426632,0.946937,-0.180844,0.100971,-0.354154,0.962274,-0.000931,0.057214,-0.399632,0.744605,-0.039707,0.101315,-0.434368,0.933760,-0.218224,0.057276,-0.388613,-0.185047,0.101133,-0.426696,-0.180747,0.100990,-0.354070,-0.002075,0.057283,-0.399430,-0.039614,0.101283,-0.434512
2037,20.370000,-0.089374,-0.148439,0.014740,-0.125153,0.083670,-0.400672,0.000485,-0.218911,0.057668,-0.388602,0.839293,-0.185203,0.101068,-0.426673,0.944455,-0.180907,0.101138,-0.354194,0.967431,-0.001011,0.057184,-0.399550,0.709254,-0.039733,0.101288,-0.434343,0.956288,-0.218529,0.057674,-0.388600,-0.185052,0.101164,-0.426741,-0.180805,0.100941,-0.354096,-0.001960,0.057385,-0.399289,-0.039585,0.101218,-0.434578
2038,20.380000,0.010296,-0.045403,0.112644,-0.124856,0.083623,-0.400756,0.000162,-0.218548,0.057439,-0.388570,0.908652,-0.184980,0.100965,-0.426621,0.940018,-0.180558,0.100913,-0.354150,0.944947,-0.000667,0.057348,-0.399898,0.981829,-0.039524,0.101448,-0.434544,0.945367,-0.218224,0.057276,-0.388613,-0.185075,0.101167,-0.426710,-0.180711,0.101016,-0.354029,-0.000666,0.057397,-0.399951,-0.039596,0.101252,-0.434479
2039,20.390000,-0.030740,-0.178279,0.027864,-0.125147,0.083626,-0.400642,0.000540,-0.218887,0.057609,-0.388462,0.872598,-0.185227,0.100997,-0.426590,0.946162,-0.180857,0.101106,-0.354115,0.964316,-0.000998,0.057169,-0.399632,0.724689,-0.039765,0.101246,-0.434408,0.937895,-0.218393,0.057495,-0.388412,-0.185105,0.101140,-0.426694,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
2040,20.400000,-0.077153,-0.171897,0.036296,-0.125108,0.083651,-0.400665,0.000487,-0.218853,0.057619,-0.388564,0.889617,-0.185170,0.101017,-0.426660,0.956737,-0.180858,0.101118,-0.354182,0.947881,-0.000956,0.057212,-0.399559,0.736401,-0.039701,0.101288,-0.434361,0.936212,-0.218424,0.057533,-0.388623,-0.185047,0.101133,-0.426696,-0.180707,0.101016,-0.354081,-0.001960,0.057385,-0.399289,-0.039585,0.101218,-0.434578
2041,20.410000,-0.098358,-0.126096,0.057398,-0.125114,0.083619,-0.400684,0.000490,-0.218854,0.057543,-0.388638,0.886258,-0.185172,0.100983,-0.426687,0.942918,-0.180888,0.101028,-0.354207,0.956172,-0.000953,0.057226,-0.399552,0.736551,-0.039701,0.101314,-0.434334,0.918817,-0.218461,0.057316,-0.388667,-0.185118,0.101203,-0.426718,-0.180735,0.100987,-0.354132,-0.001960,0.057385,-0.399289,-0.039481,0.101231,-0.434558
2042,20.420000,-0.075031,-0.113238,0.047429,-0.125095,0.083600,-0.400679,0.000561,-0.218835,0.057538,-0.388602,0.848992,-0.185161,0.100981,-0.426654,0.954267,-0.180847,0.101009,-0.354176,0.964665,-0.000938,0.057185,-0.399605,0.711456,-0.039693,0.101289,-0.434361,0.960657,-0.218248,0.057397,-0.388625,-0.185042,0.101097,-0.426731,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
2043,20.430000,-0.057145,-0.118339,0.049995,-0.125111,0.083618,-0.400656,0.000555,-0.218846,0.057553,-0.388547,0.845747,-0.185186,0.100994,-0.426614,0.946613,-0.180849,0.101028,-0.354137,0.970682,-0.000952,0.057209,-0.399618,0.714914,-0.039720,0.101307,-0.434365,0.954279,-0.218251,0.057390,-0.388553,-0.185047,0.101133,-0.426696,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039614,0.101283,-0.434512
2044,20.440000,-0.062121,-0.077386,0.079144,-0.125126,0.083556,-0.400676,0.000552,-0.218849,0.057435,-0.388594,0.845543,-0.185208,0.100920,-0.426627,0.926744,-0.180877,0.100905,-0.354150,0.947309,-0.000954,0.057209,-0.399646,0.714092,-0.039741,0.101313,-0.434366,0.954707,-0.218349,0.057073,-0.388624,-0.185075,0.101167,-0.426710,-0.180703,0.100980,-0.354057,-0.002075,0.057283,-0.399430,-0.039639,0.101276,-0.434510
2045,20.450000,-0.044029,-0.139353,0.045185,-0.125130,0.083621,-0.400662,0.000538,-0.218865,0.057568,-0.388521,0.864071,-0.185210,0.100992,-0.426612,0.942141,-0.180856,0.101053,-0.354137,0.968145,-0.000974,0.057201,-0.399642,0.718936,-0.039746,0.101290,-0.434397,0.944732,-0.218344,0.057413,-0.388513,-0.185047,0.101133,-0.426696,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039614,0.101276,-0.434575
2046,20.460000,-0.102119,-0.137950,0.099119,-0.125069,0.083585,-0.400654,0.000542,-0.218791,0.057444,-0.388608,0.831661,-0.185138,0.100900,-0.426664,0.932229,-0.180858,0.100963,-0.354184,0.958356,-0.000888,0.057282,-0.399509,0.725209,-0.039667,0.101336,-0.434302,0.947926,-0.218185,0.057158,-0.388679,-0.185009,0.101129,-0.426731,-0.180781,0.101009,-0.354044,-0.001960,0.057385,-0.399289,-0.039596,0.101252,-0.434479
2047,20.470000,-0.041047,-0.015479,-0.037435,-0.125198,0.083721,-0.400630,0.000525,-0.218969,0.057777,-0.388541,0.861738,-0.185253,0.101234,-0.426540,0.954052,-0.180896,0.101132,-0.354065,0.963131,-0.001079,0.057120,-0.399674,0.740537,-0.039789,0.101340,-0.434332,0.923508,-0.218433,0.057642,-0.388571,-0.185279,0.101415,-0.426564,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
2048,20.480000,-0.073784,-0.072865,0.063819,-0.125064,0.083577,-0.400684,0.000562,-0.218797,0.057480,-0.388622,0.826713,-0.185136,0.100959,-0.426645,0.936379,-0.180820,0.100937,-0.354167,0.959063,-0.000899,0.057197,-0.399630,0.701192,-0.039668,0.101314,-0.434354,0.960846,-0.218185,0.057158,-0.388679,-0.185018,0.101183,-0.426674,-0.180686,0.101012,-0.354111,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
2049,20.490000,-0.055104,-0.096348,-0.000994,-0.125140,0.083635,-0.400688,0.000512,-0.218898,0.057649,-0.388585,0.902614,-0.185201,0.101074,-0.426637,0.945519,-0.180862,0.101077,-0.354160,0.947841,-0.001005,0.057115,-0.399664,0.723128,-0.039735,0.101261,-0.434393,0.939603,-0.218520,0.057555,-0.388582,-0.185032,0.101187,-0.426717,-0.180706,0.100967,-0.354075,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
2050,20.500000,-0.070976,-0.164509,0.066999,-0.125069,0.083622,-0.400637,0.000522,-0.218800,0.057538,-0.388529,0.857706,-0.185144,0.100959,-0.426623,0.946799,-0.180824,0.101053,-0.354145,0.958518,-0.000903,0.057250,-0.399547,0.725892,-0.039676,0.101309,-0.434340,0.943980,-0.218251,0.057390,-0.388553,-0.185047,0.101133,-0.426696,-0.180703,0.100980,-0.354057,-0.001960,0.057385,-0.399289,-0.039578,0.101239,-0.434529
2051,20.510000,-0.057642,-0.116391,0.001960,-0.125168,0.083642,-0.400679,0.000505,-0.218926,0.057655,-0.388572,0.857706,-0.185229,0.101069,-0.426637,0.946799,-0.180893,0.101097,-0.354160,0.958518,-0.001032,0.057128,-0.399640,0.725892,-0.039763,0.101261,-0.434387,0.943980,-0.218531,0.057562,-0.388586,-0.185075,0.101167,-0.426710,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
2052,20.520000,-0.063491,-0.103750,0.054225,-0.125103,0.083593,-0.400674,0.000558,-0.218838,0.057518,-0.388582,0.898547,-0.185177,0.100971,-0.426634,0.950855,-0.180848,0.100988,-0.354157,0.953955,-0.000943,0.057193,-0.399629,0.731321,-0.039710,0.101297,-0.434370,0.934042,-0.218224,0.057276,-0.388613,-0.185075,0.101167,-0.426710,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
2053,20.530000,-0.072056,-0.104412,0.029956,-0.125184,0.083601,-0.400692,0.000515,-0.218932,0.057565,-0.388613,0.834921,-0.185246,0.101003,-0.426661,0.941595,-0.180928,0.101019,-0.354183,0.966653,-0.001035,0.057147,-0.399627,0.711804,-0.039778,0.101268,-0.434375,0.946337,-0.218555,0.057344,-0.388698,-0.185108,0.101135,-0.426709,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039589,0.101217,-0.434566
2054,20.540000,-0.047005,-0.111127,0.029455,-0.125131,0.083625,-0.400650,0.000547,-0.218873,0.057592,-0.388527,0.888793,-0.185204,0.101025,-0.426595,0.950765,-0.180855,0.101049,-0.354119,0.944038,-0.000981,0.057171,-0.399637,0.733277,-0.039740,0.101288,-0.434372,0.931610,-0.218344,0.057413,-0.388513,-0.185118,0.101203,-0.426718,-0.180746,0.101003,-0.354010,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
2055,20.550000,-0.114387,-0.029469,0.091552,-0.125035,0.083768,-0.400668,0.000546,-0.218764,0.057616,-0.388693,0.860250,-0.185097,0.101140,-0.426659,0.941836,-0.180833,0.101066,-0.354178,0.959940,-0.000859,0.057447,-0.399547,0.720458,-0.039624,0.101571,-0.434265,0.942454,-0.218424,0.057533,-0.388623,-0.185037,0.101163,-0.426744,-0.180737,0.100986,-0.354090,-0.001960,0.057385,-0.399289,-0.039204,0.101758,-0.434545
2056,20.560000,-0.105838,0.068006,0.104754,-0.125024,0.083717,-0.400691,0.000604,-0.218745,0.057523,-0.388746,0.910913,-0.185094,0.101120,-0.426643,0.973283,-0.180819,0.100923,-0.354163,0.961952,-0.000841,0.057424,-0.399632,0.716724,-0.039622,0.101598,-0.434270,0.865420,-0.218363,0.057299,-0.388748,-0.185047,0.101133,-0.426696,-0.180718,0.101018,-0.354020,-0.002075,0.057283,-0.399430,-0.039147,0.101823,-0.434517
2057,20.570000,-0.057217,-0.131694,0.035094,-0.125110,0.083614,-0.400671,0.000549,-0.218852,0.057576,-0.388556,0.889484,-0.185181,0.100999,-0.426633,0.981896,-0.180844,0.101049,-0.354157,0.950146,-0.000959,0.057172,-0.399627,0.685542,-0.039715,0.101273,-0.434385,0.854732,-0.218344,0.057413,-0.388513,-0.185037,0.101163,-0.426744,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
2058,20.580000,-0.066379,-0.106322,0.062330,-0.125115,0.083583,-0.400673,0.000559,-0.218847,0.057495,-0.388584,0.866104,-0.185190,0.100951,-0.426637,0.938787,-0.180865,0.100971,-0.354159,0.964857,-0.000951,0.057200,-0.399620,0.715320,-0.039723,0.101297,-0.434365,0.949656,-0.218273,0.057181,-0.388642,-0.185075,0.101167,-0.426710,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
